sourceNodeId,targetNodeId
13272904,14461792
13273289,14508950
13273470,12277311
13273844,14312895
13273945,13817693
13273945,14497712
13274075,14475101
13274266,13190314
13276057,13928589
13276357,13772959
13276357,13467845
13276955,14084152
13276955,14441756
13277923,14503773
13278021,12918279
13278422,13393600
13278422,14009667
13278650,14272555
13278673,14640939
13278790,14785259
13278790,13945142
13278790,13869621
13278790,14071696
13278886,14269600
13279610,13401084
13279667,14007720
13280105,13876545
13280547,13145129
13280902,13310957
13281778,13034046
13281910,14592660
13283985,13192057
13283985,13577158
13285714,14622908
13285749,13734506
13285928,13494348
13285928,14033955
13286203,14687321
13286203,14539081
13286203,14232169
13286203,13076589
13286203,13880793
13287768,14625332
13288776,14498327
13288776,14668940
13288776,13741770
13288797,14506498
13288797,13364686
13288797,14713542
13289266,13184051
13289266,14859526
13289417,14584098
13289435,14538160
13289848,14737628
13290175,13593275
13290602,14533544
13290962,14273003
13291975,14385550
13292235,14184338
13292241,14455092
13293531,12396829
13293805,14821942
13293805,14334527
13293805,13651693
13294074,13199726
13294377,14306693
13294539,14503677
13294771,14174860
13295171,13944768
13295277,13392131
13295314,14266177
13295314,13668632
13296444,13132658
13296571,13715519
13296585,14231580
13297321,14687522
13297583,14822321
13297729,14365614
13298018,12411902
13298449,14674611
13298665,13936116
13299166,13681817
13300036,13816090
13301143,14707650
13301266,13528092
13302813,14527415
13302813,14086439
13303327,14056485
13303652,14583893
13304121,13831519
13304159,13905053
13304196,14705293
13304241,13354677
13305833,14007154
13305833,13577782
13305977,14461553
13306196,14706932
13306722,13442262
13307003,14017802
13307004,13631067
13307004,13562915
13307004,13692068
13307149,13601315
13307492,13580469
13307529,13797375
13307529,13370757
13307529,13698700
13307529,14393943
13307529,14052771
13307529,14695089
13308054,14571776
13308089,13977673
13308127,13494696
13308440,14725591
13309155,14807964
13309197,13210085
13309454,14231700
13309983,13111043
13310025,14316839
13310114,14395372
13311203,14267879
13311322,13264300
13311322,13180525
13311322,12977146
13311407,14261099
13311476,14455468
13311489,13652012
13311766,14523544
13311959,14047620
13312276,13382830
13312872,14222136
13313206,14327363
13313206,13641657
13313357,13636603
13314504,13564435
13314763,13125931
13314792,14619522
13314811,13396276
13314811,14614358
13314811,13637338
13315404,14523496
13315454,12567888
13316097,14623871
13316323,13729030
13316507,13530635
13316993,14782214
13318404,13122648
13319922,13223838
13320257,13631222
13320523,13936025
13320708,13652266
13322164,14587347
13322622,13374868
13323830,14540372
13323993,14614693
13323993,14631154
13324104,13934223
13324104,14437439
13326082,13498084
13326221,13445895
13326221,14079394
13327213,14006391
13327213,13524719
13327669,13362572
13328439,14274682
13328667,12318958
13328757,13778406
13328757,14538693
13328757,14457687
13328797,13601963
13329046,13097416
13329046,14720108
13329053,13399899
13329580,13832611
13329580,13817916
13329580,14452820
13329580,13917141
13329939,13895250
13330101,13301971
13330232,14371960
13330331,13092662
13330562,13631168
13330678,13938967
13331556,14572837
13331797,13677411
13331797,14381540
13332422,13604197
13332422,12603164
13332518,13975340
13333192,14597215
13334618,14596232
13335278,13640888
13335327,13202887
13337969,14017600
13338024,14100427
13338269,14514847
13338358,14783966
13338657,13455133
13339553,13913433
13339572,12800459
13339572,14443318
13339572,14212845
13339677,14563498
13339743,14475353
13339951,14789036
13340025,12388916
13340240,14402978
13342569,14226397
13344258,13346185
13344345,13678476
13344890,14588816
13344908,12250799
13345686,14303883
13346575,13760293
13346575,14706723
13346825,12505661
13347641,14586953
13347838,13750121
13348239,13583631
13348239,14674359
13348709,14816443
13349028,14838712
13349466,13971274
13350579,13449420
13351252,13581010
13352619,13548513
13352686,13163559
13353606,13375508
13353666,14827381
13353888,13794791
13354318,14798468
13354440,14043851
13358043,12250725
13358043,14644545
13358210,13684910
13358249,13622401
13358426,13975942
13359386,14810857
13360100,14276693
13360251,14164622
13362026,14197188
13362423,14109488
13362488,13571724
13362572,13518364
13362572,13327669
13363049,13525473
13363430,13317283
13363480,13559559
13363901,13439668
13364686,13288797
13364796,13781785
13365971,13468784
13365971,14841775
13366244,14808922
13366679,14197012
13366679,14677360
13366679,13572174
13367105,13564968
13367746,13473046
13368067,14079232
13369122,13610309
13369350,14171619
13369398,13545552
13369951,13927140
13370757,13307529
13370757,13698700
13370757,14695089
13370987,14526227
13372355,14307691
13372932,13156833
13374354,14710535
13374354,13930251
13374354,13972070
13374354,13638245
13374354,13589380
13374354,14064900
13374354,13289615
13374544,13441919
13374638,14642465
13374868,14605623
13374868,13322622
13375497,12977152
13375690,14465516
13375849,14523521
13375849,12396905
13376032,14608622
13376032,13631935
13377486,14683464
13377769,13487056
13377783,13788416
13378173,13736099
13378481,14783396
13378485,14484773
13378527,14775112
13378825,14080159
13379913,14722292
13380379,14866155
13380379,14413860
13380379,13217475
13380440,14074518
13380516,14505355
13381201,14846056
13381717,12786135
13381723,13455133
13381723,14135659
13381792,13228034
13381908,13838363
13382319,13556725
13382631,14029387
13382760,13671308
13383228,13997182
13383228,14361230
13386097,14513498
13386979,13932117
13387057,14668893
13387146,14275648
13387327,13199182
13387633,14336459
13387901,14446719
13387901,14542311
13387901,13727198
13388301,14067093
13388518,13228222
13389594,14273099
13390077,14598775
13390077,14011517
13390077,13196052
13390080,12851292
13390876,14692783
13392131,13295277
13393856,13934283
13394622,13313049
13394982,13846734
13395423,13946991
13396269,14559311
13396276,13314811
13396567,13652715
13398128,14739818
13398128,12876526
13398128,14554164
13398335,13596562
13398437,14160278
13399281,14121864
13399899,13548508
13399899,14623551
13399899,13329053
13400062,14406627
13400313,14190831
13401084,13279610
13401518,14294351
13401752,13350673
13401852,14597665
13402220,12411903
13402905,13043721
13404630,13669965
13404630,13622982
13406282,14175273
13407503,14210312
13407581,13556275
13409070,14634111
13409278,13528138
13410114,13436422
13410188,14431952
13410241,13369761
13410986,14342218
13411248,14671389
13411449,14625909
13411866,14487170
13412103,14324885
13412315,13678852
13413667,14741225
13413822,14548411
13414094,14433160
13414301,13418003
13414507,14634151
13414745,13657268
13414826,12403477
13417232,13836991
13417387,14588115
13418042,13066584
13419688,13553176
13419960,14590260
13420270,13226581
13420397,14414036
13421127,13251288
13421828,14696293
13421923,14464561
13423453,14142994
13424178,12843904
13424178,14612808
13424228,14338875
13424673,13927384
13425244,12609761
13425322,14708508
13426418,14145823
13426701,13411090
13427219,14405382
13427291,14585440
13427363,14653379
13427746,13666818
13427766,13860262
13427818,13269411
13428222,14471133
13429072,14653207
13429506,14437747
13429718,14864341
13430048,14772296
13430048,14004832
13430653,14272233
13430872,14873901
13430979,14816910
13431095,14523487
13431690,12348895
13431705,14840036
13431745,12396389
13431754,13267550
13431754,13131403
13431757,14172125
13431771,14623872
13431773,13163828
13431807,14364947
13431817,13644336
13431818,14658740
13431832,13796550
13431854,14602154
13431854,14734364
13431879,13816941
13431883,14165866
13431884,13650760
13431885,14031310
13431926,14244135
13432332,13752889
13432382,12995337
13432576,13546143
13432789,13934084
13432799,13768131
13432799,12674742
13433025,13482234
13433343,13531220
13433646,14782667
13434572,14760384
13434697,13603295
13434905,14872111
13436422,13410114
13436788,12802709
13437348,14229963
13437834,14188594
13438099,14535949
13438256,14322505
13438307,14621943
13438433,13463224
13438433,14849313
13439383,13682195
13439393,14664189
13439571,12367201
13439590,14700500
13439668,13363901
13439755,14368002
13439832,13223945
13440184,13555978
13440370,13109851
13440370,13665737
13440370,14512278
13440797,13054963
13440970,13142902
13441919,13374544
13442030,14236798
13442262,13306722
13442407,13559940
13442419,14566236
13442419,14172224
13442420,14145904
13442673,14036477
13442706,14608267
13442820,14678866
13443308,14460422
13443308,13470286
13443394,14711180
13443394,14590252
13443558,14329030
13444452,14603882
13445353,13196662
13445406,13403836
13445408,13499766
13445608,14285202
13445664,12852394
13445895,13494933
13446362,14574010
13448710,13717541
13448714,13017414
13450014,13892664
13451012,13404155
13451250,14209106
13451364,14829148
13451372,13063320
13452280,13096956
13452498,13971834
13453330,13353654
13453330,13878245
13453988,13601729
13454402,13767434
13454709,13921247
13454831,13766104
13454965,13517500
13455133,13338657
13455133,13381723
13455548,13225443
13455977,13884248
13456313,14805672
13457232,14009424
13457626,14658571
13457908,13247095
13458088,13510052
13458366,13441991
13458552,13980232
13459178,14769887
13459577,14762584
13460184,14675852
13460260,14647637
13460850,14135134
13461400,14309207
13461400,13859101
13461647,13453988
13461730,13298601
13461759,14625173
13462224,13528172
13463034,14597666
13463034,13736892
13463065,13241599
13463103,13521559
13463121,14602196
13463125,13058600
13463174,13499765
13463193,14513633
13463193,13605441
13463193,14623905
13463215,14610728
13463221,14552534
13463224,13438433
13463231,13631087
13463237,13621769
13463557,12531864
13464605,13909833
13465117,13520861
13465270,14623784
13465372,13357253
13465380,13602210
13465438,13716029
13467232,13377201
13467621,13697565
13467650,14479065
13467834,13897460
13467845,13276357
13468119,13420391
13468300,13602046
13468736,14483788
13469265,14619339
13469526,14040646
13469723,14159935
13469723,13604197
13469723,13332422
13469723,12603164
13470286,14460422
13470286,13443308
13470573,13859101
13470607,13657625
13470694,13992410
13470930,14516331
13471153,14363760
13471520,13602029
13471639,13834099
13471639,14733814
13473009,13999782
13473108,14214294
13473163,14794657
13473300,14543239
13473486,14363659
13474019,14841399
13474194,14030988
13475298,14523575
13475610,14078279
13477635,14421510
13477635,13628223
13477884,14392808
13478247,13482427
13478351,13219689
13479384,13528173
13479640,13938797
13479683,14509063
13479894,14634109
13480320,14418628
13480896,14004470
13481009,14277066
13481034,14431018
13481495,14038476
13483742,14707483
13483795,14779028
13483974,12606927
13484560,13667529
13485283,13612873
13485381,14611399
13485611,14318605
13486885,13841101
13486885,12727834
13486887,14521209
13486891,13487015
13486891,14302064
13486914,13697630
13486927,12396908
13486942,13776523
13486951,14693486
13486965,13822145
13486992,13616911
13487001,14552171
13487001,14383811
13487011,14602193
13487056,13377769
13487057,13721586
13487376,13223807
13487553,13459050
13488057,13627070
13488264,14795813
13489527,14585477
13489613,14313912
13489706,14237191
13489716,14574775
13489837,13444794
13489885,13342317
13489888,14174642
13489902,13631162
13489910,13457838
13489912,14251866
13489924,13211002
13489962,14462895
13489967,13868200
13491103,13740134
13491103,13632212
13491103,14195059
13491304,14553697
13491916,14717020
13492481,13861461
13492481,14817112
13492674,13784075
13492851,14046089
13494119,13964727
13494418,14602170
13494978,13918970
13495308,14219710
13495702,13511372
13496020,14590213
13497598,14042851
13497598,14544715
13497867,12786143
13497867,14636976
13497892,14664339
13497909,13552178
13497917,13762953
13497939,14325096
13497947,13602076
13497951,14434952
13497970,14318622
13497979,14625219
13498013,14509619
13498015,13632981
13498040,13528094
13498040,13640798
13498047,14529193
13498065,13721648
13498080,14503598
13498084,13326082
13498090,14634156
13498092,14671536
13498206,14604633
13499672,13863958
13499765,13463174
13499766,13445408
13499767,13145698
13499775,14379776
13499787,13530688
13499798,13527998
13499798,13559471
13499798,14587392
13499798,14639037
13499798,14523521
13499798,13737516
13499829,14539021
13499841,14643435
13499845,14603873
13499849,12411903
13499927,13506102
13499957,14548456
13499957,14775639
13500607,13649702
13500607,12829518
13500607,14211200
13500839,13643113
13501837,13809715
13501892,14549268
13503419,14265937
13503684,13303072
13503774,14608677
13504020,14769783
13504020,14851684
13504390,13221008
13504702,13330569
13505058,14361456
13505992,14552129
13506102,13499927
13506154,13861999
13506210,14858500
13506227,13657569
13506229,12572167
13506254,14804300
13506277,14523506
13506288,13993956
13506777,13202469
13506952,13570311
13506966,13580862
13507006,14598288
13507009,14598307
13507042,13714345
13507058,13565156
13507058,13633047
13507066,14602007
13507542,14474140
13507699,14447057
13509573,13491512
13509590,14639555
13510052,13458088
13510366,14015242
13510625,13708549
13511261,14025425
13511366,14808129
13511872,14664317
13513849,14379020
13513849,13746060
13514228,13397330
13514425,14585605
13514577,14203633
13515158,14513543
13515509,14120311
13518364,13362572
13518364,13327669
13518387,13946275
13520168,13555053
13520861,13465117
13520861,14490790
13521055,13727969
13521163,13543151
13521559,13463103
13521561,14112853
13521567,13704529
13521573,14486883
13521590,14315692
13521596,13693205
13521596,12752036
13521633,13528018
13521650,12705048
13521675,14576802
13522985,14177620
13523674,14363760
13524982,12396866
13524987,14585432
13524991,14636631
13525017,14471133
13525017,13905703
13525017,13104246
13525017,14027950
13525017,12411956
13525019,13552133
13525022,14477699
13525053,13602013
13525078,13498015
13525111,14143225
13525177,14618936
13525965,14770032
13526385,14467396
13526725,14482887
13527122,13141032
13527783,13727591
13527955,14156182
13527957,13852900
13527998,13499798
13528013,14287380
13528014,13499747
13528018,13521633
13528043,14232667
13528069,14621048
13528083,14590248
13528168,13724035
13528168,14088225
13528169,13998428
13528174,13664188
13528935,14590213
13529365,13561656
13530575,14598318
13530596,14631122
13530606,14818888
13530619,14608609
13530635,14808247
13530635,13316507
13530635,14819743
13530643,13640785
13530669,13656432
13530688,13499787
13530692,13573446
13530708,13762949
13530711,14805896
13530750,13652023
13530776,14621885
13530878,14072396
13530878,13199089
13531026,14503843
13531220,13433343
13531767,14610115
13533151,14633144
13533313,13658514
13533326,14648797
13534266,13690746
13534365,13576026
13534399,14464880
13534743,14812122
13534922,13598296
13535136,14544964
13535528,14878502
13535974,13653332
13537104,13968360
13537280,13552172
13537517,14598266
13537517,14757844
13537517,14633334
13537531,13507376
13537589,13016975
13537624,13982402
13537974,13357669
13538679,13578218
13538987,14066491
13539284,13043151
13539321,13569961
13539391,12914869
13539536,13104246
13540250,13896678
13540616,14058658
13541360,13971834
13541969,13006592
13543151,14626557
13543151,13521163
13543309,14595327
13543361,13937923
13544382,13142217
13544546,14651617
13544900,13953827
13545090,14322142
13545495,14853535
13545629,14631055
13545657,13579407
13545671,13812268
13545688,14680010
13545688,13689266
13545968,14557313
13546143,13432576
13546907,14126881
13547214,14759176
13547973,14275618
13548339,14649409
13548508,14142442
13548508,14623551
13548508,13399899
13548513,14863149
13548513,14688748
13548513,14449142
13548513,14658313
13548513,13643626
13548513,13352619
13548513,12389230
13548544,13765847
13548544,13807511
13548617,14324245
13548786,13986446
13549067,13527427
13549097,14318458
13549272,14774470
13549272,14029130
13549275,13981006
13549505,13527959
13549529,14585435
13550434,14706237
13551177,13681843
13551471,13942235
13551825,14421736
13552041,14076457
13552069,13689275
13552072,13564945
13552133,13525019
13552145,14672354
13552162,14663042
13552199,14528523
13552200,14144210
13552200,13650459
13552200,13555075
13552202,13107249
13552218,13762908
13552230,14590265
13552235,14065819
13552363,13608059
13552809,13776313
13553215,14246191
13554087,14054488
13554092,13198812
13554092,13903521
13554092,13828809
13554645,13580875
13555010,14328687
13555051,14191123
13555053,13520168
13555071,13739300
13555075,13808723
13555075,13552200
13555081,13559471
13555086,14637005
13555096,14228899
13555135,14669690
13555135,14127594
13555144,13762588
13555150,14285726
13555164,14314248
13555181,13664184
13555184,13627477
13555202,14513489
13555244,14657461
13555244,13785901
13555255,13631126
13555260,13565018
13555261,13847211
13555308,14729476
13555544,14575920
13555700,13787994
13555700,13660772
13555978,13440184
13556092,13597614
13556198,14539519
13556350,13846822
13556408,14805002
13557175,14823983
13557175,13228750
13558570,14805997
13559117,13978030
13559222,14281517
13559376,13722187
13559376,13584694
13559393,13530628
13559408,14849428
13559431,13581005
13559459,13921531
13559471,13499798
13559494,14596170
13559500,13555217
13559510,14581981
13559510,14790666
13559533,14051744
13559540,13568972
13559543,12958512
13559550,12763782
13559565,14185677
13559581,14156508
13559592,14637007
13560028,13824530
13560577,14130458
13560668,14495508
13561024,14665218
13561240,14634132
13561768,14377880
13561850,14118615
13562278,13584391
13562851,14470358
13562852,13601232
13562875,14513471
13562875,13722565
13562881,12396428
13562890,13777281
13562891,13769850
13562914,14632034
13562915,13631067
13562915,13692068
13562915,13307004
13562919,12396443
13563193,14675714
13563372,13691944
13563461,14689639
13563616,14116403
13563790,13762889
13563982,13936953
13564175,14770843
13564435,13314504
13564693,14032988
13564936,14658745
13564945,13552072
13565006,14601354
13565010,13580922
13565013,13824227
13565029,13664351
