nodeId,fraud_transfer_flag,ip_count,card_count,device_count
13170653,0,70.0,6.0,1.0
13170731,0,90.0,3.0,1.0
13170783,0,24.0,3.0,1.0
13170793,0,5.0,0.0,2.0
13170826,0,20.0,4.0,2.0
13170907,0,19.0,5.0,1.0
13170935,0,54.0,6.0,3.0
13171064,0,55.0,2.0,4.0
13171181,0,30.0,3.0,2.0
13171267,0,6.0,2.0,1.0
13171339,0,202.0,6.0,1.0
13171469,0,63.0,4.0,0.0
13171547,0,5.0,0.0,2.0
13171684,0,58.0,2.0,1.0
13171756,0,72.0,3.0,1.0
13171779,0,2.0,2.0,1.0
13171801,0,4.0,1.0,0.0
13171876,0,5.0,2.0,7.0
13171881,0,18.0,4.0,1.0
13171889,0,10.0,5.0,2.0
13171954,0,7.0,0.0,0.0
13171976,0,6.0,19.0,4.0
13172108,0,49.0,5.0,1.0
13172117,0,18.0,3.0,1.0
13172158,0,24.0,4.0,1.0
13172174,0,10.0,2.0,2.0
13172810,0,312.0,4.0,1.0
13172835,0,43.0,2.0,1.0
13173000,0,22.0,3.0,2.0
13173033,0,34.0,5.0,1.0
13173468,0,12.0,1.0,0.0
13173551,0,75.0,5.0,1.0
13173771,0,87.0,2.0,2.0
13173825,0,32.0,1.0,1.0
13173859,0,1.0,1.0,0.0
13175030,0,1.0,0.0,1.0
13175051,0,18.0,16.0,0.0
13175067,0,2.0,2.0,2.0
13175081,0,9.0,1.0,2.0
13175163,0,36.0,4.0,2.0
13175235,0,8.0,1.0,3.0
13175383,0,14.0,1.0,0.0
13175446,0,5.0,1.0,1.0
13175450,0,40.0,3.0,1.0
13175504,0,6.0,4.0,1.0
13175525,0,161.0,8.0,4.0
13175570,0,28.0,2.0,2.0
13175574,0,3.0,2.0,1.0
13175716,0,110.0,2.0,1.0
13175868,0,41.0,2.0,1.0
13175964,0,6.0,1.0,0.0
13175997,0,1.0,0.0,1.0
13176010,0,19.0,5.0,1.0
13176091,0,31.0,3.0,1.0
13176278,0,19.0,2.0,1.0
13176281,0,38.0,7.0,5.0
13176327,0,17.0,8.0,5.0
13176330,0,23.0,1.0,1.0
13176400,0,42.0,3.0,2.0
13176421,0,28.0,3.0,1.0
13176542,0,10.0,2.0,1.0
13176583,0,13.0,3.0,4.0
13176605,0,17.0,1.0,1.0
13176615,0,7.0,1.0,1.0
13177192,0,87.0,2.0,1.0
13177294,0,41.0,10.0,3.0
13177347,0,173.0,7.0,1.0
13177408,0,16.0,4.0,1.0
13177517,0,42.0,3.0,1.0
13177518,0,1.0,0.0,1.0
13177561,0,37.0,10.0,3.0
13177591,0,14.0,6.0,1.0
13177608,0,21.0,4.0,1.0
13177609,0,19.0,3.0,1.0
13177646,0,18.0,3.0,1.0
13177656,0,14.0,5.0,4.0
13177684,0,24.0,5.0,1.0
13178285,0,2.0,1.0,1.0
13178301,0,68.0,8.0,1.0
13178330,0,9.0,4.0,1.0
13178454,0,35.0,2.0,0.0
13178530,0,7.0,1.0,1.0
13178552,0,34.0,5.0,4.0
13178595,0,44.0,2.0,1.0
13178616,0,92.0,3.0,2.0
13178650,0,1.0,0.0,3.0
13178700,0,19.0,2.0,3.0
13178718,0,5.0,1.0,2.0
13178748,0,95.0,2.0,1.0
13178766,0,24.0,1.0,3.0
13178770,0,7.0,1.0,1.0
13178983,0,2.0,3.0,0.0
13179023,0,16.0,1.0,1.0
13179140,0,44.0,7.0,1.0
13179193,0,53.0,6.0,1.0
13179243,0,8.0,2.0,1.0
13179288,0,42.0,8.0,2.0
13179761,0,39.0,5.0,1.0
13179918,0,31.0,1.0,2.0
13179933,0,11.0,1.0,1.0
13180014,0,15.0,2.0,1.0
13180017,0,23.0,3.0,1.0
13180032,0,16.0,2.0,1.0
13180108,0,96.0,5.0,1.0
13180141,0,83.0,8.0,3.0
13180199,0,11.0,1.0,0.0
13180281,0,4.0,3.0,2.0
13180335,0,46.0,4.0,0.0
13180525,0,65.0,6.0,2.0
13180583,0,24.0,2.0,1.0
13180709,0,5.0,0.0,0.0
13180726,0,184.0,13.0,1.0
13180778,0,36.0,5.0,2.0
13180803,0,9.0,2.0,2.0
13180818,0,21.0,7.0,1.0
13180837,0,21.0,2.0,0.0
13180869,0,8.0,3.0,1.0
13180898,0,12.0,0.0,3.0
13180929,0,7.0,0.0,1.0
13180979,0,59.0,5.0,1.0
13181036,0,26.0,7.0,2.0
13181046,0,24.0,6.0,1.0
13181063,0,24.0,6.0,1.0
13181125,0,12.0,4.0,3.0
13181217,0,14.0,3.0,2.0
13181240,0,11.0,5.0,0.0
13181321,0,36.0,3.0,4.0
13181377,0,79.0,5.0,3.0
13181542,0,3.0,0.0,0.0
13181595,0,80.0,7.0,1.0
13181603,0,6.0,2.0,1.0
13181620,0,63.0,4.0,1.0
13181641,0,26.0,3.0,3.0
13181650,0,45.0,8.0,2.0
13181735,0,1.0,0.0,1.0
13182029,0,68.0,3.0,1.0
13182048,0,44.0,1.0,1.0
13183189,0,16.0,2.0,1.0
13183261,0,2.0,2.0,0.0
13183320,0,24.0,4.0,1.0
13183347,0,20.0,3.0,1.0
13183507,0,8.0,4.0,5.0
13183601,0,13.0,1.0,1.0
13183638,0,8.0,2.0,1.0
13183700,0,100.0,11.0,0.0
13183727,0,2.0,3.0,2.0
13183754,0,11.0,1.0,1.0
13183912,0,30.0,5.0,2.0
13183921,0,27.0,3.0,1.0
13184051,0,310.0,8.0,1.0
13184060,0,9.0,1.0,2.0
13184068,0,3.0,1.0,2.0
13184136,0,23.0,1.0,1.0
13184252,0,61.0,4.0,1.0
13184306,0,48.0,2.0,1.0
13184398,0,40.0,6.0,1.0
13184497,0,33.0,12.0,4.0
13184551,0,2.0,1.0,0.0
13184663,0,19.0,5.0,3.0
13184696,0,1.0,1.0,0.0
13184771,0,21.0,2.0,1.0
13184793,0,43.0,6.0,2.0
13185035,0,158.0,8.0,2.0
13185075,0,39.0,5.0,2.0
13185250,0,8.0,3.0,3.0
13185326,0,43.0,3.0,1.0
13185366,0,2.0,1.0,2.0
13185443,0,87.0,2.0,3.0
13185466,0,6.0,0.0,0.0
13185516,0,41.0,2.0,2.0
13185559,0,2.0,1.0,0.0
13185587,0,6.0,2.0,1.0
13185598,0,20.0,2.0,0.0
13185607,0,103.0,2.0,2.0
13185720,0,32.0,4.0,1.0
13185808,0,6.0,1.0,1.0
13185896,0,6.0,1.0,1.0
13185907,0,92.0,7.0,1.0
13185910,0,73.0,6.0,3.0
13185929,0,8.0,1.0,1.0
13185954,0,3.0,3.0,2.0
13185984,0,107.0,5.0,1.0
13186016,0,1.0,0.0,2.0
13186071,0,21.0,12.0,1.0
13186119,0,45.0,12.0,1.0
13186173,0,61.0,6.0,0.0
13186247,0,172.0,12.0,0.0
13186249,0,7.0,2.0,3.0
13186301,0,8.0,4.0,1.0
13186338,0,2.0,2.0,2.0
13188126,0,12.0,1.0,2.0
13188165,0,56.0,8.0,1.0
13188212,0,123.0,3.0,1.0
13188250,0,2.0,2.0,3.0
13188331,0,10.0,4.0,1.0
13188359,0,28.0,7.0,1.0
13188368,0,140.0,2.0,1.0
13188391,0,35.0,5.0,1.0
13188536,0,2.0,1.0,0.0
13188542,0,4.0,1.0,2.0
13188617,0,4.0,3.0,2.0
13188691,0,139.0,5.0,2.0
13188754,0,7.0,1.0,2.0
13188881,0,255.0,8.0,2.0
13188951,0,3.0,1.0,1.0
13189050,0,1.0,0.0,1.0
13189060,0,3.0,1.0,1.0
13189108,0,1.0,0.0,1.0
13189167,0,28.0,2.0,0.0
13189175,0,1.0,0.0,1.0
13189202,0,3.0,2.0,1.0
13189215,0,1.0,1.0,1.0
13189251,0,3.0,0.0,2.0
13189329,0,11.0,4.0,2.0
13189449,0,3.0,3.0,1.0
13189535,0,107.0,6.0,1.0
13189611,0,7.0,3.0,2.0
13189805,0,49.0,9.0,0.0
13189953,0,6.0,2.0,1.0
13190001,0,24.0,1.0,0.0
13190003,0,98.0,5.0,3.0
13190038,0,26.0,3.0,2.0
13190061,0,49.0,5.0,0.0
13190083,0,125.0,4.0,1.0
13190137,0,25.0,3.0,1.0
13190146,0,68.0,3.0,2.0
13190314,0,57.0,7.0,1.0
13190389,0,6.0,1.0,2.0
13190557,0,3.0,1.0,3.0
13190561,0,20.0,3.0,1.0
13190628,0,13.0,3.0,2.0
13190636,0,3.0,0.0,3.0
13190637,0,40.0,6.0,2.0
13190647,0,109.0,5.0,1.0
13190784,0,7.0,1.0,1.0
13190801,0,6.0,3.0,1.0
13191997,0,95.0,4.0,3.0
13192012,0,35.0,5.0,1.0
13192057,0,23.0,4.0,21.0
13192120,0,7.0,1.0,0.0
13192261,0,4.0,0.0,0.0
13192343,0,4.0,1.0,1.0
13192429,0,33.0,6.0,3.0
13192505,0,4.0,1.0,0.0
13192566,0,9.0,2.0,1.0
13192655,0,55.0,7.0,2.0
13192711,0,9.0,1.0,1.0
13192717,0,33.0,9.0,3.0
13192741,0,7.0,1.0,0.0
13192742,0,6.0,9.0,1.0
13192787,0,7.0,3.0,1.0
13193060,0,12.0,4.0,3.0
13193062,0,26.0,4.0,1.0
13193076,0,55.0,6.0,1.0
13193151,0,22.0,1.0,2.0
13193208,0,51.0,2.0,2.0
13193213,0,30.0,2.0,2.0
13193257,0,8.0,1.0,1.0
13193301,0,61.0,5.0,2.0
13193337,0,132.0,4.0,1.0
13193519,0,9.0,3.0,2.0
13193728,0,764.0,13.0,2.0
13193760,0,25.0,1.0,2.0
13193914,0,133.0,4.0,1.0
13193935,0,12.0,2.0,1.0
13193947,0,4.0,2.0,0.0
13193960,0,6.0,1.0,2.0
13193967,0,8.0,2.0,0.0
13194009,0,16.0,4.0,1.0
13194328,0,78.0,3.0,1.0
13194416,0,74.0,4.0,1.0
13194654,0,23.0,6.0,1.0
13194728,0,19.0,2.0,1.0
13194784,0,21.0,4.0,1.0
13194817,0,56.0,4.0,2.0
13194843,0,13.0,3.0,2.0
13194873,0,161.0,3.0,1.0
13194875,0,2.0,2.0,2.0
13194980,0,62.0,13.0,3.0
13194998,0,38.0,5.0,2.0
13195075,0,10.0,1.0,1.0
13195180,0,39.0,7.0,1.0
13195193,0,55.0,5.0,1.0
13195358,0,25.0,3.0,1.0
13195376,0,27.0,5.0,1.0
13195412,0,98.0,12.0,3.0
13195418,0,59.0,3.0,0.0
13195441,0,5.0,2.0,1.0
13195502,0,16.0,4.0,2.0
13195532,0,11.0,1.0,1.0
13195539,0,19.0,4.0,3.0
13195600,0,19.0,5.0,1.0
13195638,0,7.0,2.0,2.0
13196052,0,3.0,1.0,7.0
13196095,0,235.0,8.0,1.0
13196143,0,81.0,6.0,1.0
13196145,0,3.0,2.0,1.0
13196146,0,4.0,1.0,2.0
13196169,0,4.0,2.0,1.0
13196198,0,9.0,4.0,2.0
13196261,0,7.0,2.0,1.0
13196276,0,84.0,9.0,1.0
13196377,0,7.0,48.0,2.0
13196527,0,20.0,2.0,1.0
13196631,0,4.0,1.0,1.0
13196651,0,45.0,0.0,0.0
13196654,0,10.0,1.0,7.0
13196662,0,23.0,2.0,1.0
13196740,1,107.0,4.0,4.0
13196743,0,4.0,0.0,2.0
13196760,0,122.0,6.0,5.0
13196799,0,107.0,8.0,4.0
13197960,0,76.0,4.0,3.0
13198059,0,1.0,1.0,1.0
13198151,0,1.0,1.0,1.0
13198391,0,13.0,2.0,1.0
13198450,0,43.0,1.0,1.0
13198458,0,12.0,8.0,1.0
13198595,0,11.0,1.0,1.0
13198653,0,6.0,2.0,1.0
13198738,0,1.0,2.0,0.0
13198812,0,21.0,1.0,1.0
13198825,0,11.0,3.0,1.0
13198839,0,5.0,1.0,1.0
13198918,0,6.0,2.0,1.0
13198940,0,44.0,5.0,2.0
13198947,0,6.0,0.0,3.0
13199032,0,5.0,1.0,1.0
13199089,0,17.0,5.0,1.0
13199107,0,30.0,6.0,4.0
13199112,0,39.0,3.0,1.0
13199174,0,6.0,2.0,1.0
13199182,0,59.0,9.0,1.0
13199194,0,6.0,2.0,0.0
13199218,0,158.0,10.0,2.0
13199302,0,99.0,4.0,2.0
13199427,0,3.0,6.0,0.0
13199483,0,1.0,2.0,1.0
13199617,0,2.0,4.0,0.0
13199627,0,37.0,4.0,3.0
13199726,0,129.0,3.0,9.0
13199783,0,40.0,2.0,2.0
13199830,0,25.0,4.0,2.0
13199994,0,1.0,0.0,1.0
13200025,0,173.0,4.0,1.0
13200059,0,2.0,1.0,0.0
13201264,0,66.0,3.0,2.0
13201376,0,7.0,2.0,1.0
13201479,0,9.0,2.0,1.0
13201496,0,34.0,2.0,2.0
13201668,0,15.0,6.0,1.0
13201747,0,6.0,3.0,0.0
13201806,0,187.0,5.0,2.0
13201833,0,21.0,2.0,1.0
13201864,0,22.0,1.0,2.0
13202082,0,39.0,16.0,2.0
13202119,0,19.0,2.0,1.0
13202128,0,37.0,4.0,1.0
13202175,0,20.0,4.0,6.0
13202254,0,48.0,7.0,3.0
13202323,0,6.0,1.0,1.0
13202334,0,13.0,1.0,0.0
13202341,0,9.0,1.0,1.0
13202370,0,40.0,2.0,1.0
13202397,0,3.0,3.0,1.0
13202469,0,26.0,5.0,1.0
13202539,0,45.0,7.0,2.0
13202554,0,152.0,8.0,1.0
13202573,0,9.0,1.0,0.0
13202591,0,2.0,1.0,0.0
13202695,0,8.0,4.0,2.0
13202715,0,24.0,3.0,2.0
13202870,0,106.0,3.0,8.0
13202887,0,98.0,8.0,2.0
13202898,0,6.0,1.0,3.0
13202958,0,12.0,5.0,1.0
13203022,0,105.0,2.0,3.0
13203105,0,55.0,8.0,2.0
13203120,0,80.0,4.0,3.0
13203128,0,10.0,0.0,1.0
13203137,0,34.0,3.0,12.0
13203153,0,20.0,3.0,1.0
13203180,0,40.0,5.0,1.0
13203209,0,26.0,6.0,1.0
13203265,0,150.0,3.0,3.0
13203363,0,1.0,0.0,1.0
13203372,0,9.0,0.0,1.0
13203391,0,20.0,3.0,4.0
13203436,0,7.0,5.0,1.0
13203445,0,12.0,3.0,0.0
13203464,0,17.0,2.0,1.0
13203515,0,6.0,1.0,0.0
13203538,0,22.0,3.0,2.0
13203668,0,2.0,1.0,4.0
13203703,0,12.0,3.0,3.0
13203711,0,14.0,5.0,1.0
13203851,0,9.0,1.0,1.0
13203873,0,1.0,0.0,1.0
13203894,0,14.0,1.0,2.0
13203928,0,9.0,5.0,1.0
13203936,0,43.0,4.0,1.0
13203953,0,39.0,1.0,2.0
13203959,0,10.0,3.0,8.0
13203992,0,274.0,17.0,0.0
13204202,0,29.0,3.0,4.0
13204301,0,5.0,3.0,3.0
13204443,0,10.0,2.0,1.0
13204551,0,60.0,5.0,1.0
13204575,0,187.0,23.0,1.0
13204618,0,13.0,1.0,1.0
13204629,0,44.0,3.0,1.0
13204678,0,16.0,1.0,2.0
13204697,0,76.0,7.0,0.0
13204698,0,57.0,3.0,2.0
13204703,0,26.0,2.0,1.0
13204781,0,90.0,4.0,0.0
13204815,0,44.0,10.0,2.0
13204837,0,2.0,1.0,2.0
13204945,0,63.0,5.0,1.0
13204951,0,40.0,6.0,2.0
13204975,0,22.0,3.0,2.0
13205047,0,24.0,1.0,1.0
13205314,0,38.0,3.0,1.0
13205323,0,5.0,0.0,2.0
13205366,0,6.0,2.0,2.0
13205417,0,5.0,1.0,1.0
13205460,0,15.0,4.0,0.0
13205574,0,16.0,1.0,1.0
13205712,0,58.0,6.0,2.0
13205716,0,1.0,0.0,1.0
13205747,0,74.0,5.0,1.0
13205765,0,57.0,4.0,3.0
13205779,0,27.0,3.0,1.0
13205888,0,51.0,2.0,2.0
13205947,0,72.0,7.0,3.0
13206660,0,15.0,3.0,1.0
13206784,0,20.0,1.0,1.0
13206836,0,22.0,2.0,1.0
13207062,0,11.0,4.0,4.0
13207107,0,7.0,1.0,1.0
13207137,0,23.0,2.0,0.0
13207230,0,15.0,2.0,1.0
13207335,0,12.0,3.0,3.0
13207434,0,1.0,0.0,1.0
13207473,0,1.0,0.0,0.0
13207701,0,43.0,7.0,2.0
13208318,0,16.0,2.0,1.0
13208381,0,53.0,5.0,2.0
13208527,0,200.0,5.0,0.0
13208565,0,13.0,2.0,1.0
13208825,0,4.0,1.0,1.0
13208832,0,1.0,0.0,1.0
13208876,0,17.0,2.0,2.0
13209037,0,23.0,2.0,1.0
13209120,0,26.0,3.0,2.0
13209224,0,20.0,9.0,0.0
13209228,0,37.0,7.0,1.0
13209351,0,24.0,2.0,5.0
13209952,0,20.0,2.0,3.0
13209963,0,15.0,1.0,3.0
13210008,0,17.0,3.0,2.0
13210035,0,14.0,2.0,5.0
13210070,0,6.0,0.0,2.0
13210085,0,14.0,6.0,1.0
13210102,0,119.0,6.0,2.0
13210180,0,27.0,3.0,1.0
13210351,1,42.0,7.0,5.0
13210361,0,8.0,6.0,2.0
13210411,0,74.0,7.0,2.0
13210536,0,3.0,2.0,2.0
13210687,0,4.0,1.0,3.0
13210834,0,102.0,4.0,1.0
13211002,0,2.0,1.0,1.0
13211061,0,75.0,4.0,1.0
13211094,0,3.0,0.0,2.0
13211173,0,51.0,4.0,1.0
13211319,0,49.0,10.0,1.0
13211328,0,44.0,1.0,0.0
13211439,0,39.0,5.0,6.0
13211451,0,26.0,3.0,1.0
13211553,0,14.0,9.0,3.0
13212109,0,9.0,0.0,2.0
13212242,0,55.0,5.0,6.0
13212311,0,3.0,1.0,0.0
13212342,0,14.0,5.0,2.0
13212409,0,5.0,5.0,0.0
13212442,0,171.0,4.0,1.0
13212445,0,19.0,1.0,3.0
13212527,0,53.0,5.0,1.0
13212573,0,149.0,4.0,1.0
13212820,0,27.0,1.0,2.0
13212844,0,34.0,5.0,0.0
13212850,0,3.0,1.0,0.0
13212992,0,3.0,1.0,0.0
13213078,0,51.0,6.0,1.0
13213095,0,161.0,8.0,2.0
13213217,0,21.0,2.0,2.0
13213219,0,33.0,3.0,2.0
13213231,0,13.0,3.0,0.0
13213248,0,10.0,2.0,1.0
13213352,0,143.0,5.0,0.0
13213458,0,75.0,5.0,2.0
13213460,0,11.0,2.0,3.0
13213504,0,37.0,3.0,1.0
13213536,0,55.0,7.0,1.0
13213594,0,88.0,4.0,3.0
13213703,0,50.0,5.0,1.0
13213801,0,54.0,5.0,1.0
13213850,0,98.0,2.0,2.0
13213916,0,5.0,2.0,3.0
13213942,0,197.0,8.0,2.0
13213954,0,18.0,1.0,1.0
13214052,0,83.0,3.0,2.0
13214123,0,12.0,4.0,1.0
13214172,0,35.0,4.0,1.0
13214267,0,5.0,3.0,1.0
13214296,0,7.0,3.0,1.0
13214550,0,1.0,0.0,1.0
13214575,0,174.0,6.0,4.0
13214630,0,21.0,5.0,2.0
13214739,0,2.0,1.0,1.0
13214772,0,27.0,7.0,2.0
13214826,0,1.0,1.0,1.0
13216155,0,47.0,10.0,1.0
13216160,0,9.0,2.0,1.0
13216171,0,1.0,0.0,1.0
13216315,0,32.0,1.0,2.0
13216349,0,21.0,1.0,1.0
13216358,0,16.0,4.0,3.0
13216428,0,84.0,13.0,2.0
13216446,0,33.0,7.0,1.0
13216609,0,4.0,0.0,3.0
13216744,0,17.0,4.0,2.0
13216905,0,1.0,2.0,0.0
13216910,0,3.0,1.0,1.0
13217086,0,1.0,1.0,2.0
13217116,0,5.0,2.0,1.0
13217135,0,68.0,5.0,1.0
13217176,0,37.0,2.0,2.0
13217206,0,9.0,1.0,1.0
13217248,0,87.0,2.0,1.0
13217273,0,6.0,4.0,2.0
13217336,0,109.0,12.0,1.0
13217432,0,30.0,2.0,1.0
13217475,0,33.0,2.0,4.0
13217571,0,11.0,0.0,2.0
13217591,0,3.0,1.0,2.0
13217660,0,52.0,10.0,1.0
13217707,0,39.0,7.0,1.0
13217824,0,12.0,2.0,2.0
13217917,0,14.0,3.0,3.0
13217931,0,17.0,2.0,1.0
13218755,0,1.0,1.0,3.0
13218795,0,34.0,5.0,2.0
13218825,0,27.0,2.0,1.0
13218879,0,35.0,8.0,2.0
13218909,0,1.0,4.0,4.0
13218998,0,7.0,0.0,2.0
13219027,0,37.0,2.0,1.0
13219037,0,59.0,3.0,2.0
13219071,0,37.0,8.0,1.0
13219101,0,6.0,2.0,2.0
13219178,0,14.0,2.0,1.0
13219182,0,30.0,4.0,1.0
13219232,0,24.0,2.0,2.0
13219256,0,15.0,0.0,1.0
13219347,0,4.0,1.0,6.0
13219363,0,14.0,1.0,1.0
13219383,0,12.0,3.0,1.0
13219417,0,17.0,3.0,1.0
13219460,0,41.0,5.0,1.0
13219511,0,69.0,8.0,4.0
13219590,0,4.0,2.0,1.0
13219626,0,82.0,5.0,2.0
13219632,0,192.0,8.0,2.0
13219689,0,145.0,8.0,1.0
13219717,0,38.0,1.0,2.0
13219813,0,126.0,11.0,1.0
13220132,0,6.0,1.0,2.0
13220136,0,6.0,3.0,1.0
13220156,0,4.0,2.0,1.0
13220183,0,36.0,2.0,2.0
13220287,0,7.0,2.0,2.0
13220846,0,25.0,3.0,1.0
13220965,0,142.0,5.0,1.0
13220979,0,17.0,6.0,2.0
13220994,0,83.0,3.0,1.0
13221004,0,24.0,3.0,1.0
13221008,0,9.0,3.0,4.0
13221029,0,41.0,4.0,1.0
13221035,0,13.0,2.0,3.0
13221073,0,78.0,6.0,3.0
13221077,0,10.0,3.0,3.0
13221128,0,88.0,7.0,1.0
13221159,0,19.0,7.0,1.0
13221210,0,28.0,2.0,0.0
13221259,0,9.0,1.0,1.0
13221365,0,168.0,7.0,2.0
13221410,0,5.0,1.0,3.0
13221480,0,11.0,3.0,3.0
13221608,0,35.0,6.0,1.0
13221644,0,199.0,7.0,2.0
13221800,0,11.0,5.0,1.0
13222050,0,7.0,2.0,2.0
13222061,0,8.0,1.0,1.0
13222110,0,11.0,1.0,2.0
13222188,0,2.0,1.0,1.0
13222218,0,42.0,2.0,1.0
13222235,0,10.0,3.0,2.0
13222250,0,11.0,4.0,1.0
13222268,0,11.0,2.0,1.0
13222273,0,77.0,4.0,3.0
13222458,0,52.0,5.0,3.0
13222602,0,2.0,0.0,1.0
13222844,0,16.0,10.0,1.0
13222865,0,10.0,1.0,2.0
13222872,0,3.0,2.0,3.0
13222875,0,46.0,5.0,1.0
13222917,0,6.0,3.0,2.0
13222918,0,1.0,2.0,1.0
13223045,0,78.0,15.0,1.0
13223077,0,24.0,4.0,4.0
13223094,0,28.0,3.0,1.0
13223140,0,41.0,5.0,0.0
13223179,0,3.0,3.0,1.0
13223284,0,3.0,3.0,2.0
13223296,0,362.0,13.0,2.0
13223308,0,34.0,5.0,1.0
13223333,0,52.0,6.0,1.0
13223471,0,1.0,1.0,0.0
13223492,0,17.0,3.0,1.0
13223527,0,15.0,2.0,1.0
13223540,0,1.0,1.0,1.0
13223566,0,4.0,2.0,1.0
13223622,0,12.0,3.0,4.0
13223654,0,82.0,2.0,4.0
13223778,0,154.0,5.0,1.0
13223807,0,49.0,11.0,2.0
13223838,0,5.0,2.0,2.0
13223858,0,53.0,3.0,1.0
13223945,0,41.0,5.0,1.0
13223984,0,23.0,1.0,2.0
13223995,0,183.0,8.0,1.0
13224025,0,8.0,2.0,1.0
13224060,0,7.0,1.0,2.0
13224064,0,1.0,0.0,1.0
13224668,0,68.0,2.0,1.0
13224689,0,11.0,1.0,1.0
13224693,0,9.0,0.0,1.0
13224711,0,123.0,7.0,2.0
13224721,0,52.0,1.0,2.0
13224886,0,4.0,3.0,2.0
13224963,0,50.0,3.0,1.0
13225054,0,4.0,0.0,2.0
13225163,0,12.0,1.0,0.0
13225167,0,90.0,3.0,4.0
13225203,0,58.0,5.0,1.0
13225206,0,4.0,1.0,1.0
13225283,0,20.0,3.0,2.0
13225342,0,58.0,8.0,1.0
13225369,0,2.0,1.0,0.0
13225384,0,2.0,1.0,1.0
13225412,0,10.0,3.0,1.0
13225443,0,470.0,6.0,1.0
13225457,0,12.0,3.0,2.0
13225698,0,15.0,3.0,1.0
13225726,0,26.0,11.0,2.0
13225735,0,7.0,5.0,2.0
13225854,0,29.0,4.0,1.0
13225870,0,56.0,4.0,1.0
13225910,0,16.0,2.0,2.0
13225938,0,22.0,4.0,3.0
13225999,0,8.0,1.0,0.0
13226023,0,28.0,5.0,2.0
13226226,0,9.0,1.0,3.0
13226253,0,10.0,5.0,1.0
13226261,0,81.0,10.0,2.0
13226282,0,244.0,9.0,1.0
13226298,0,1.0,1.0,1.0
13226301,0,31.0,4.0,1.0
13226302,0,17.0,2.0,2.0
13226368,0,28.0,2.0,1.0
13226434,0,73.0,3.0,1.0
13226490,0,51.0,5.0,2.0
13226539,0,4.0,1.0,4.0
13226581,0,115.0,20.0,4.0
13226665,0,18.0,3.0,2.0
13226686,0,8.0,2.0,2.0
13226751,0,17.0,3.0,0.0
13226803,0,17.0,2.0,0.0
13227397,0,24.0,5.0,2.0
13227406,0,7.0,1.0,2.0
13227442,0,29.0,4.0,3.0
13227462,0,54.0,3.0,3.0
13227833,0,6.0,1.0,2.0
13227870,0,3.0,1.0,1.0
13227899,0,6.0,0.0,1.0
13227902,0,49.0,6.0,3.0
13227930,0,24.0,2.0,2.0
13227945,0,108.0,7.0,1.0
13227987,0,33.0,4.0,2.0
13228015,0,4.0,1.0,2.0
13228020,0,44.0,1.0,1.0
13228034,0,2.0,1.0,1.0
13228080,0,73.0,12.0,1.0
13228222,0,31.0,3.0,1.0
13228250,0,13.0,4.0,1.0
13228273,0,185.0,3.0,1.0
13228360,0,36.0,4.0,1.0
13228393,0,64.0,2.0,2.0
13228415,0,22.0,3.0,1.0
13228452,0,37.0,2.0,2.0
13228488,0,6.0,4.0,2.0
13228503,1,1.0,3.0,1.0
13228542,0,21.0,4.0,1.0
13228664,0,50.0,3.0,0.0
13228674,0,20.0,2.0,1.0
13228706,0,2.0,1.0,1.0
13228750,0,16.0,3.0,3.0
13228911,0,7.0,2.0,2.0
13229001,0,12.0,1.0,1.0
13229072,0,3.0,2.0,1.0
13229084,0,2.0,0.0,2.0
13229235,0,4.0,0.0,1.0
13229277,0,25.0,2.0,3.0
13229291,0,8.0,1.0,1.0
13229326,0,3.0,1.0,2.0
13229436,0,3.0,1.0,1.0
13229473,0,207.0,10.0,1.0
13229503,0,16.0,2.0,1.0
13229548,0,14.0,3.0,2.0
13229708,0,19.0,2.0,2.0
13229750,0,83.0,1.0,2.0
13229799,0,7.0,0.0,1.0
13229900,0,23.0,2.0,1.0
13229928,0,6.0,0.0,2.0
13229966,0,7.0,3.0,2.0
13229993,0,51.0,2.0,1.0
13230161,0,15.0,5.0,1.0
13230298,0,57.0,4.0,1.0
13230324,0,6.0,1.0,1.0
13230431,0,3.0,1.0,0.0
13230439,0,248.0,11.0,1.0
13230493,0,14.0,3.0,1.0
13230551,0,54.0,6.0,4.0
13230554,0,5.0,3.0,1.0
13230563,0,2.0,3.0,1.0
13230568,0,3.0,1.0,1.0
13230589,0,39.0,5.0,2.0
13230638,0,1.0,3.0,2.0
13230653,0,35.0,5.0,1.0
13230759,0,22.0,2.0,4.0
13230785,0,15.0,1.0,1.0
13230859,0,44.0,2.0,1.0
13230998,0,168.0,6.0,2.0
13231117,0,32.0,2.0,0.0
13231187,0,4.0,0.0,1.0
13231245,0,21.0,2.0,1.0
13231267,0,94.0,7.0,0.0
13231454,0,57.0,4.0,1.0
13231473,0,3.0,2.0,1.0
13231585,0,1.0,1.0,0.0
13231724,0,21.0,4.0,1.0
13232336,0,207.0,2.0,1.0
13232358,0,9.0,3.0,1.0
13232423,0,27.0,4.0,2.0
13232543,0,13.0,2.0,0.0
13232647,0,147.0,11.0,2.0
13232651,0,146.0,4.0,1.0
13232688,0,44.0,6.0,1.0
13232980,0,5.0,0.0,1.0
13233069,0,3.0,1.0,0.0
13233301,0,80.0,2.0,1.0
13233341,0,13.0,7.0,1.0
13233365,0,23.0,3.0,2.0
13233427,0,75.0,6.0,1.0
