nodeId,fraud_transfer_flag,ip_count,card_count,device_count
12348890,0,169.0,4.0,2.0
12348891,0,166.0,3.0,1.0
12348893,1,17.0,5.0,1.0
12348895,0,132.0,8.0,2.0
12348901,0,32.0,2.0,4.0
12348902,0,4.0,1.0,1.0
12348903,0,18.0,2.0,3.0
12348919,0,12.0,5.0,1.0
12348925,0,123.0,4.0,1.0
12348926,0,160.0,13.0,1.0
12348927,0,53.0,3.0,1.0
12348931,0,128.0,9.0,2.0
12348932,0,47.0,2.0,3.0
12348937,0,17.0,3.0,3.0
12348938,0,15.0,3.0,1.0
12348939,0,11.0,3.0,1.0
12348941,0,110.0,3.0,3.0
12348949,0,29.0,7.0,1.0
12348957,0,14.0,1.0,2.0
12348963,0,146.0,9.0,3.0
12348965,0,174.0,6.0,8.0
12348966,0,147.0,12.0,3.0
12348979,0,18.0,2.0,1.0
12348980,0,43.0,4.0,1.0
12348986,0,119.0,9.0,2.0
12348989,0,67.0,3.0,1.0
12349123,0,5.0,1.0,4.0
12349152,0,48.0,6.0,1.0
12349183,0,87.0,8.0,1.0
12349215,0,12.0,1.0,2.0
12349224,0,22.0,3.0,1.0
12349245,0,9.0,3.0,1.0
12349256,0,14.0,1.0,1.0
12349285,0,46.0,5.0,1.0
12362043,0,6.0,2.0,2.0
12362187,0,10.0,4.0,2.0
12362242,0,29.0,3.0,2.0
12362282,0,29.0,5.0,1.0
12362407,0,7.0,4.0,0.0
12366924,0,36.0,3.0,2.0
12366933,0,4.0,2.0,1.0
12366939,0,10.0,1.0,1.0
12366980,0,5.0,2.0,0.0
12367023,0,30.0,6.0,1.0
12367030,0,27.0,5.0,1.0
12367087,0,4.0,0.0,2.0
12367093,0,16.0,2.0,2.0
12367132,0,1.0,1.0,5.0
12367201,0,38.0,2.0,1.0
12367316,0,13.0,0.0,1.0
12367343,0,4.0,1.0,1.0
12367350,0,106.0,3.0,4.0
12374010,0,1.0,0.0,1.0
12374206,0,23.0,4.0,3.0
12374243,0,43.0,7.0,1.0
12374415,0,32.0,6.0,3.0
12381301,0,63.0,7.0,2.0
12381319,0,98.0,3.0,1.0
12381383,0,12.0,1.0,2.0
12381391,0,17.0,4.0,4.0
12381440,0,11.0,1.0,2.0
12381473,0,34.0,4.0,1.0
12381487,0,7.0,1.0,1.0
12381498,0,200.0,9.0,1.0
12381503,0,8.0,1.0,1.0
12381505,0,6.0,2.0,1.0
12381506,0,77.0,8.0,1.0
12381508,0,241.0,5.0,3.0
12381514,0,108.0,4.0,2.0
12381518,0,38.0,5.0,2.0
12381525,0,53.0,4.0,1.0
12381527,0,93.0,0.0,1.0
12381532,0,334.0,12.0,4.0
12381533,0,32.0,5.0,1.0
12381546,0,76.0,10.0,4.0
12381553,0,101.0,6.0,1.0
12381556,0,29.0,3.0,3.0
12381566,0,51.0,3.0,0.0
12381583,0,37.0,6.0,2.0
12381584,0,58.0,4.0,1.0
12381586,0,9.0,2.0,2.0
12381588,0,27.0,7.0,2.0
12381590,0,25.0,2.0,2.0
12381594,0,90.0,5.0,1.0
12381595,0,95.0,4.0,1.0
12381596,0,188.0,6.0,2.0
12381599,0,6.0,4.0,1.0
12381606,0,17.0,6.0,1.0
12381611,0,55.0,5.0,4.0
12381617,0,112.0,8.0,2.0
12381624,0,61.0,7.0,0.0
12381625,0,143.0,9.0,1.0
12381632,0,146.0,2.0,1.0
12381636,0,6.0,0.0,1.0
12388749,0,7.0,0.0,2.0
12388916,0,119.0,7.0,6.0
12388964,0,30.0,3.0,1.0
12389044,0,5.0,1.0,1.0
12389045,0,8.0,2.0,2.0
12389094,0,25.0,4.0,5.0
12389122,0,8.0,4.0,1.0
12389165,0,66.0,1.0,1.0
12389178,0,49.0,8.0,0.0
12389224,0,5.0,0.0,1.0
12389230,0,6.0,9.0,0.0
12389251,0,71.0,2.0,3.0
12396386,0,17.0,10.0,7.0
12396389,0,187.0,12.0,3.0
12396391,0,68.0,2.0,1.0
12396394,0,27.0,9.0,65.0
12396400,0,108.0,2.0,1.0
12396409,0,72.0,5.0,2.0
12396412,0,20.0,7.0,2.0
12396418,0,122.0,9.0,2.0
12396419,0,94.0,13.0,3.0
12396425,0,297.0,8.0,2.0
12396426,0,303.0,10.0,1.0
12396428,0,23.0,1.0,1.0
12396430,0,12.0,2.0,1.0
12396436,0,21.0,3.0,2.0
12396437,0,139.0,5.0,1.0
12396439,0,73.0,5.0,1.0
12396440,0,88.0,8.0,1.0
12396443,0,171.0,13.0,1.0
12396450,0,6.0,2.0,1.0
12396451,0,39.0,7.0,1.0
12396452,0,9.0,0.0,1.0
12396459,0,12.0,1.0,1.0
12396462,0,17.0,10.0,1.0
12396494,0,30.0,4.0,1.0
12396517,0,16.0,5.0,1.0
12396544,0,81.0,6.0,2.0
12396560,0,56.0,3.0,4.0
12396638,0,81.0,3.0,1.0
12396700,0,8.0,3.0,1.0
12396701,0,20.0,2.0,2.0
12396706,0,19.0,1.0,1.0
12396708,0,16.0,3.0,1.0
12396709,0,18.0,7.0,1.0
12396713,0,19.0,2.0,1.0
12396714,0,56.0,5.0,2.0
12396721,0,12.0,3.0,2.0
12396732,0,45.0,4.0,3.0
12396742,0,35.0,5.0,0.0
12396746,0,101.0,8.0,1.0
12396747,0,8.0,1.0,1.0
12396750,0,115.0,8.0,1.0
12396764,0,44.0,4.0,3.0
12396766,0,26.0,4.0,2.0
12396772,0,32.0,4.0,1.0
12396773,0,5.0,2.0,1.0
12396778,0,204.0,12.0,2.0
12396785,0,40.0,4.0,1.0
12396788,0,120.0,3.0,0.0
12396791,0,186.0,23.0,3.0
12396792,0,23.0,4.0,1.0
12396799,0,162.0,4.0,1.0
12396803,0,211.0,5.0,2.0
12396804,0,46.0,6.0,2.0
12396806,0,125.0,2.0,1.0
12396810,0,249.0,1.0,1.0
12396811,0,38.0,2.0,1.0
12396813,0,32.0,4.0,7.0
12396814,0,82.0,3.0,2.0
12396818,0,153.0,8.0,2.0
12396824,0,53.0,2.0,2.0
12396827,0,234.0,6.0,1.0
12396829,0,337.0,6.0,3.0
12396833,0,217.0,10.0,3.0
12396834,0,57.0,4.0,2.0
12396842,0,42.0,3.0,1.0
12396845,0,15.0,1.0,1.0
12396852,0,31.0,5.0,3.0
12396853,1,261.0,19.0,1.0
12396855,0,148.0,8.0,1.0
12396858,0,34.0,3.0,1.0
12396865,0,54.0,1.0,4.0
12396866,0,83.0,10.0,1.0
12396869,0,388.0,14.0,1.0
12396874,0,29.0,6.0,2.0
12396882,0,49.0,5.0,3.0
12396883,0,448.0,19.0,2.0
12396884,0,152.0,10.0,2.0
12396887,0,100.0,5.0,1.0
12396889,0,174.0,11.0,1.0
12396892,0,118.0,7.0,0.0
12396896,0,50.0,6.0,2.0
12396900,0,211.0,14.0,4.0
12396902,0,35.0,7.0,1.0
12396904,0,108.0,5.0,1.0
12396905,0,135.0,12.0,1.0
12396908,0,77.0,13.0,7.0
12396909,0,122.0,3.0,1.0
12396916,0,63.0,5.0,7.0
12396917,0,55.0,8.0,1.0
12396919,0,11.0,4.0,2.0
12396924,0,84.0,5.0,1.0
12403036,0,28.0,4.0,1.0
12403163,0,51.0,2.0,2.0
12403167,0,38.0,4.0,1.0
12403221,0,5.0,1.0,1.0
12403342,0,63.0,10.0,2.0
12403477,0,35.0,3.0,2.0
12411708,0,79.0,2.0,2.0
12411731,0,10.0,1.0,1.0
12411756,0,25.0,2.0,3.0
12411810,0,2.0,1.0,0.0
12411849,0,14.0,1.0,1.0
12411902,0,12.0,10.0,3.0
12411903,0,18.0,7.0,7.0
12411904,0,28.0,6.0,3.0
12411908,0,28.0,3.0,2.0
12411913,0,9.0,2.0,18.0
12411922,0,154.0,8.0,2.0
12411925,0,13.0,0.0,3.0
12411927,0,30.0,6.0,1.0
12411939,0,10.0,2.0,6.0
12411948,0,50.0,5.0,1.0
12411949,0,41.0,3.0,2.0
12411952,0,33.0,5.0,1.0
12411954,0,20.0,2.0,1.0
12411956,0,35.0,7.0,8.0
12411961,0,93.0,1.0,2.0
12411962,0,220.0,9.0,1.0
12411966,0,36.0,2.0,1.0
12411994,0,16.0,1.0,2.0
12412071,0,27.0,1.0,1.0
12412074,0,128.0,4.0,1.0
12412108,0,44.0,6.0,2.0
12414967,0,62.0,6.0,1.0
12414971,0,32.0,5.0,1.0
12415001,0,2.0,27.0,0.0
12415040,0,1.0,0.0,1.0
12415132,0,15.0,2.0,0.0
12415194,0,83.0,3.0,1.0
12415315,0,2.0,1.0,1.0
12415471,0,154.0,5.0,0.0
12427100,0,5.0,1.0,1.0
12427182,0,30.0,3.0,1.0
12427235,0,18.0,2.0,2.0
12427255,0,14.0,3.0,0.0
12427297,0,2.0,1.0,1.0
12427379,0,6.0,1.0,1.0
12427459,0,44.0,3.0,2.0
12427476,0,84.0,7.0,1.0
12427487,0,110.0,7.0,1.0
12427489,0,8.0,8.0,0.0
12427490,0,77.0,3.0,2.0
12429161,0,13.0,3.0,1.0
12429355,0,2.0,0.0,1.0
12429391,0,4.0,2.0,1.0
12429476,0,144.0,7.0,0.0
12429547,0,8.0,4.0,0.0
12429550,0,37.0,3.0,2.0
12429641,0,30.0,2.0,1.0
12441703,0,8.0,1.0,2.0
12441841,0,5.0,0.0,3.0
12441909,0,1.0,1.0,2.0
12441936,0,227.0,7.0,3.0
12442037,0,5.0,1.0,1.0
12442047,0,12.0,1.0,1.0
12442070,0,41.0,4.0,1.0
12442087,0,2.0,3.0,2.0
12442156,0,2.0,1.0,1.0
12445070,0,83.0,7.0,2.0
12445078,0,13.0,1.0,1.0
12445082,0,56.0,7.0,4.0
12445174,0,41.0,2.0,1.0
12445184,0,40.0,1.0,0.0
12445277,0,193.0,7.0,2.0
12445368,0,5.0,0.0,1.0
12445384,0,140.0,8.0,2.0
12445433,0,3.0,1.0,0.0
12445459,0,54.0,13.0,1.0
12445501,0,25.0,5.0,1.0
12453763,0,1.0,0.0,0.0
12453785,0,60.0,7.0,1.0
12453812,0,14.0,0.0,1.0
12453816,0,12.0,1.0,1.0
12453859,0,32.0,5.0,1.0
12453880,0,14.0,2.0,0.0
12454155,0,19.0,1.0,1.0
12454159,0,17.0,3.0,2.0
12460279,0,16.0,0.0,2.0
12460290,0,24.0,3.0,1.0
12460300,0,8.0,3.0,3.0
12460383,0,161.0,10.0,3.0
12460391,0,17.0,1.0,1.0
12460435,1,10.0,4.0,3.0
12460457,0,87.0,4.0,1.0
12460467,0,12.0,15.0,2.0
12460480,0,1.0,0.0,2.0
12460557,0,8.0,4.0,2.0
12460559,0,19.0,4.0,4.0
12460587,0,17.0,2.0,2.0
12460633,0,65.0,2.0,1.0
12460707,0,1.0,1.0,1.0
12460737,0,4.0,2.0,3.0
12474532,0,1.0,0.0,1.0
12474603,0,27.0,2.0,1.0
12474649,0,284.0,5.0,3.0
12474994,0,14.0,2.0,2.0
12476713,0,73.0,5.0,3.0
12476749,0,2.0,0.0,2.0
12476789,0,11.0,1.0,1.0
12476913,0,3.0,0.0,3.0
12476915,0,41.0,6.0,1.0
12476946,0,4.0,4.0,1.0
12476991,0,51.0,10.0,0.0
12477038,0,17.0,1.0,1.0
12477049,0,4.0,2.0,1.0
12477099,0,26.0,6.0,1.0
12477121,0,22.0,2.0,1.0
12489759,0,2.0,3.0,3.0
12489849,0,8.0,2.0,1.0
12489875,0,15.0,0.0,0.0
12489887,0,42.0,5.0,2.0
12489910,0,6.0,2.0,1.0
12489942,0,19.0,3.0,1.0
12490028,0,22.0,1.0,0.0
12490115,0,23.0,2.0,0.0
12490194,0,7.0,0.0,1.0
12490259,0,31.0,2.0,2.0
12490974,0,58.0,6.0,1.0
12491352,0,1.0,1.0,1.0
12505598,0,3.0,1.0,0.0
12505656,0,47.0,4.0,3.0
12505661,0,284.0,8.0,2.0
12505843,0,1.0,1.0,0.0
12505871,0,29.0,1.0,1.0
12505901,0,8.0,1.0,2.0
12505967,0,103.0,4.0,4.0
12505979,0,16.0,2.0,4.0
12505989,0,32.0,3.0,1.0
12506118,0,2.0,0.0,2.0
12506190,0,16.0,8.0,1.0
12506277,0,9.0,5.0,1.0
12506403,0,8.0,2.0,4.0
12506425,0,1.0,0.0,2.0
12506437,0,26.0,2.0,1.0
12506527,0,32.0,2.0,3.0
12506606,0,11.0,1.0,2.0
12519976,0,34.0,3.0,1.0
12519999,0,4.0,0.0,1.0
12520125,0,3.0,1.0,1.0
12520162,0,65.0,4.0,1.0
12520172,0,10.0,3.0,3.0
12520258,0,117.0,6.0,3.0
12520277,0,7.0,1.0,4.0
12520392,0,29.0,3.0,4.0
12520396,0,200.0,5.0,7.0
12520445,0,35.0,3.0,2.0
12520451,0,107.0,4.0,2.0
12520530,0,6.0,1.0,2.0
12520638,0,17.0,4.0,1.0
12520670,0,18.0,1.0,1.0
12520744,0,11.0,4.0,1.0
12520776,0,22.0,1.0,1.0
12520848,0,4.0,1.0,1.0
12531814,0,16.0,2.0,1.0
12531856,0,5.0,0.0,1.0
12531864,0,98.0,4.0,1.0
12531875,0,7.0,2.0,2.0
12531937,0,9.0,3.0,0.0
12531946,0,29.0,4.0,0.0
12532187,0,21.0,5.0,2.0
12532291,0,1.0,2.0,0.0
12532333,0,6.0,2.0,1.0
12535134,0,11.0,1.0,2.0
12535181,0,55.0,4.0,2.0
12535199,0,2.0,1.0,1.0
12535203,0,35.0,2.0,2.0
12535204,0,30.0,4.0,1.0
12535418,0,3.0,0.0,1.0
12535466,0,9.0,2.0,4.0
12535496,0,3.0,1.0,2.0
12535553,0,16.0,3.0,2.0
12535611,0,28.0,2.0,1.0
12543867,0,22.0,9.0,4.0
12544016,0,2.0,0.0,1.0
12544038,0,6.0,1.0,2.0
12544109,0,22.0,2.0,3.0
12544296,0,62.0,6.0,1.0
12548730,0,1.0,1.0,1.0
12548819,0,49.0,3.0,0.0
12548890,0,30.0,3.0,1.0
12549007,0,25.0,4.0,1.0
12549173,0,28.0,2.0,2.0
12549259,0,2.0,1.0,0.0
12558020,0,26.0,2.0,1.0
12558075,0,9.0,2.0,1.0
12558147,0,27.0,4.0,1.0
12558204,0,1.0,1.0,1.0
12558226,0,34.0,7.0,1.0
12558228,0,42.0,5.0,2.0
12558320,0,20.0,4.0,1.0
12558353,0,9.0,2.0,1.0
12559714,0,39.0,8.0,0.0
12559871,0,10.0,3.0,1.0
12560024,0,10.0,0.0,1.0
12560057,0,14.0,1.0,1.0
12560097,0,10.0,1.0,2.0
12560128,0,57.0,4.0,1.0
12567849,0,7.0,1.0,1.0
12567868,0,7.0,1.0,1.0
12567888,0,82.0,3.0,2.0
12567951,0,51.0,4.0,1.0
12567992,0,10.0,1.0,2.0
12568011,0,12.0,2.0,0.0
12568027,0,26.0,3.0,2.0
12568088,0,80.0,4.0,1.0
12568112,0,16.0,3.0,8.0
12568188,0,17.0,3.0,1.0
12568277,0,26.0,3.0,1.0
12571695,0,45.0,3.0,0.0
12571726,0,24.0,1.0,1.0
12571881,0,157.0,6.0,1.0
12571894,0,17.0,3.0,2.0
12571895,0,86.0,2.0,1.0
12571907,0,10.0,2.0,1.0
12571910,0,41.0,7.0,1.0
12571936,0,32.0,4.0,1.0
12571993,0,116.0,9.0,1.0
12572080,0,39.0,5.0,1.0
12572102,0,32.0,0.0,1.0
12572166,0,36.0,3.0,1.0
12572167,0,19.0,3.0,1.0
12580434,0,223.0,17.0,3.0
12580485,0,12.0,1.0,1.0
12580491,0,3.0,1.0,2.0
12580499,0,74.0,3.0,3.0
12580587,0,48.0,3.0,1.0
12580623,0,70.0,8.0,1.0
12580649,0,11.0,5.0,5.0
12580672,0,12.0,0.0,2.0
12580748,0,29.0,6.0,1.0
12580819,0,35.0,5.0,1.0
12591356,0,31.0,3.0,1.0
12591370,0,84.0,5.0,1.0
12591494,0,63.0,5.0,1.0
12591551,0,125.0,8.0,2.0
12591558,0,56.0,6.0,1.0
12591706,0,42.0,1.0,1.0
12591796,0,2.0,2.0,1.0
12591836,0,59.0,2.0,1.0
12591837,0,22.0,3.0,2.0
12596815,0,36.0,5.0,2.0
12596857,0,11.0,0.0,4.0
12597054,0,14.0,2.0,1.0
12597062,0,1.0,0.0,0.0
12597210,0,57.0,6.0,1.0
12597216,0,2.0,2.0,0.0
12602781,0,3.0,1.0,2.0
12602863,0,104.0,9.0,1.0
12602867,0,32.0,4.0,1.0
12602916,0,6.0,1.0,2.0
12602972,0,11.0,2.0,1.0
12602973,0,22.0,3.0,1.0
12602991,0,18.0,3.0,0.0
12602993,0,1.0,1.0,1.0
12603007,0,103.0,4.0,1.0
12603164,0,26.0,2.0,3.0
12603190,0,12.0,1.0,2.0
12603277,0,32.0,7.0,4.0
12606766,0,13.0,1.0,1.0
12606777,0,4.0,0.0,1.0
12606785,0,4.0,3.0,1.0
12606927,0,50.0,2.0,2.0
12606976,0,6.0,1.0,1.0
12607053,0,2.0,1.0,2.0
12607055,0,30.0,1.0,1.0
12607061,0,14.0,7.0,6.0
12607112,0,74.0,2.0,1.0
12607119,0,20.0,2.0,1.0
12607123,0,6.0,1.0,2.0
12609544,0,51.0,3.0,1.0
12609609,0,49.0,5.0,1.0
12609613,0,22.0,5.0,1.0
12609761,0,27.0,13.0,1.0
12621907,0,43.0,8.0,0.0
12622053,0,15.0,1.0,1.0
12622135,0,16.0,4.0,1.0
12622166,0,122.0,13.0,0.0
12622182,0,2.0,0.0,2.0
12622247,0,10.0,4.0,8.0
12622291,0,2.0,1.0,2.0
12622322,0,13.0,0.0,2.0
12625252,0,22.0,0.0,1.0
12625262,0,17.0,3.0,0.0
12625387,0,7.0,1.0,1.0
12625552,0,6.0,2.0,1.0
12625570,0,38.0,8.0,5.0
12625593,0,107.0,6.0,3.0
12625628,0,11.0,3.0,3.0
12625653,0,28.0,2.0,2.0
12633894,0,2.0,0.0,0.0
12633898,0,58.0,2.0,3.0
12633914,0,3.0,0.0,1.0
12633978,0,3.0,0.0,1.0
12634105,0,14.0,3.0,1.0
12634122,0,38.0,3.0,1.0
12634142,0,91.0,1.0,5.0
12634191,0,31.0,2.0,1.0
12634202,0,95.0,7.0,2.0
12634214,0,75.0,5.0,5.0
12634293,0,14.0,3.0,2.0
12634369,0,2.0,0.0,3.0
12637755,0,117.0,6.0,1.0
12637770,0,112.0,6.0,1.0
12637773,0,2.0,4.0,0.0
12637916,0,50.0,3.0,2.0
12637925,0,10.0,7.0,5.0
12637986,0,33.0,4.0,1.0
12637998,0,25.0,2.0,1.0
12638013,0,5.0,0.0,0.0
12638061,0,50.0,4.0,0.0
12638095,0,9.0,2.0,1.0
12638109,0,2.0,0.0,1.0
12638195,0,13.0,2.0,1.0
12638250,0,19.0,2.0,0.0
12648111,0,102.0,4.0,2.0
12648114,0,66.0,7.0,2.0
12648135,0,72.0,7.0,5.0
12648205,0,32.0,4.0,1.0
12648284,0,4.0,1.0,2.0
12648318,0,21.0,2.0,2.0
12648327,0,8.0,6.0,1.0
12648387,0,14.0,4.0,1.0
12648453,0,34.0,0.0,3.0
12648512,0,5.0,1.0,4.0
12648546,0,1.0,0.0,1.0
12648552,0,35.0,4.0,0.0
12648566,0,180.0,5.0,2.0
12648621,0,8.0,1.0,1.0
12651924,0,7.0,1.0,1.0
12651991,0,4.0,1.0,2.0
12652141,0,8.0,1.0,1.0
12652160,0,21.0,4.0,4.0
12652165,0,69.0,3.0,0.0
12652171,0,22.0,6.0,1.0
12652182,0,89.0,1.0,1.0
12652295,0,5.0,3.0,1.0
12652412,0,61.0,11.0,1.0
12661781,0,60.0,3.0,2.0
12661844,0,154.0,15.0,4.0
12661860,0,5.0,2.0,2.0
12661942,0,1.0,2.0,1.0
12661948,0,54.0,1.0,3.0
12662027,0,1.0,2.0,3.0
12662079,0,16.0,2.0,1.0
12662121,0,20.0,4.0,1.0
12662149,0,86.0,6.0,1.0
12662159,0,259.0,6.0,1.0
12662189,0,10.0,3.0,0.0
12662215,0,4.0,3.0,4.0
12662253,0,135.0,7.0,1.0
12662255,0,87.0,9.0,7.0
12665569,0,12.0,2.0,2.0
12665806,0,48.0,1.0,1.0
12665824,0,30.0,3.0,3.0
